estab_id,cnpj,razao_social,cnae_original,setor,atividade,regra,fonte,evidencia
53769,31044532000316,MEISKIN SWISS INOVACOES EM COSMETICA LTDA,46460,Higiene e Cosméticos,Limpeza e cosméticos,cnae_5:46460,CNAE declarada no Portal da Transparência,46460
53770,31044532000405,MEISKIN SWISS INOVACOES EM COSMETICA LTDA,46460,Higiene e Cosméticos,Limpeza e cosméticos,cnae_5:46460,CNAE declarada no Portal da Transparência,46460
53771,31044794000119,AS COMERCIO E LOGISTICA LTDA,47890,Comércio Diversificado,Comércio varejista — diversos,cnae_2:47,CNAE declarada no Portal da Transparência,47890
53772,31044808000102,OS JAVALIS SELVAGENS COMUNICACAO E PRODUCAO LTDA,90019,"Mídia, Cultura e Entretenimento",Artes e espetáculos,cnae_2:90,CNAE declarada no Portal da Transparência,90019
53773,31046304000113,COOPERATIVA DE PRODUTORES DO COMERCIO SOLIDARIO - COOPSOLI,46893,Comércio Diversificado,Comércio atacadista — diversos,cnae_2:46,CNAE declarada no Portal da Transparência,46893
53774,31047312000184,RENOVA MEDICAL INDUSTRIA E COMERCIO DE PRODUTOS MEDICOS HOSPITALARES LTDA,32507,Outras Indústrias,Outras indústrias,cnae_2:32,CNAE declarada no Portal da Transparência,32507
53775,31048276000173,RADICAL PLAY EMPREENDIMENTOS E PARTICIPACOES LTDA,93212,"Mídia, Cultura e Entretenimento",Esporte e recreação,cnae_2:93,CNAE declarada no Portal da Transparência,93212
53776,31048815000174,NOVA DECAMP COMERCIO DE ALUMINIO LTDA,46796,Materiais de Construção,Materiais de construção,cnae_3:467,CNAE declarada no Portal da Transparência,46796
53777,31049636000151,POSTO DE COMBUSTIVEIS VILA AMAZONAS LTDA,47318,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_3:473,CNAE declarada no Portal da Transparência,47318
53778,31050103000190,NINO JOY INDUSTRIA E COMERCIO DE CALCADOS LTDA,15319,"Têxtil, Vestuário e Calçados",Calçados e artigos de couro,cnae_2:15,CNAE declarada no Portal da Transparência,15319
53779,31055357000109,"B2E TRADING, IMPORT & EXPORT LTDA",46460,Higiene e Cosméticos,Limpeza e cosméticos,cnae_5:46460,CNAE declarada no Portal da Transparência,46460
53780,31055753000128,BANDAI DO BRASIL INDUSTRIA E COMERCIO DE CABOS E CONEXOES LTDA,27333,Máquinas e Equipamentos,Equipamentos elétricos,cnae_2:27,CNAE declarada no Portal da Transparência,27333
53781,31056708000198,ORICA BRASIL LTDA,20924,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20924
53782,31056708000350,ORICA BRASIL LTDA,20924,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20924
53783,31056708000945,ORICA BRASIL LTDA,20924,Químico,Químico,cnae_2:20,CNAE declarada no Portal da Transparência,20924
53784,31060318000191,SEVEN OFICINA CRIATIVA PRODUCOES LTDA.,59111,"Mídia, Cultura e Entretenimento",Audiovisual e música,cnae_2:59,CNAE declarada no Portal da Transparência,59111
53785,31060811000101,PV8 SBC PECAS PARA AR CONDICIONADO AUTOMOTIVO LTDA,00000,Não identificado,Não identificado,sem_cnae,CNAE declarada no Portal da Transparência,00000
53786,31062334000113,POSTO SALINAS LTDA.,47318,"Petróleo, Gás e Combustíveis",Combustíveis,cnae_3:473,CNAE declarada no Portal da Transparência,47318
